,user_id,username,bio,url
0,11778518538,houseofcaffy5,"Houseofcaffy-Store
Clothing(brand) 
Native wardrobe/owambe party🎊 
Aso ebi:Ankara/aso oke(gele)/atiku
Wholesale&Retail
NO REFUND",https://www.instagram.com/houseofcaffy5/
1,12781214916,danjumaballykiss,"♋ Cancer/July 7
Chocolate lover🍫
🇳🇪+🇳🇬
Unusual zarma gal😍",https://www.instagram.com/danjumaballykiss/
2,60879792549,frootedjuices,"📍Abuja, Nigeria
✨It’s a lifestyle 
🚨over 5000 bottles sold 
✨Refreshingly Premium Zobo & Ginger drinks 
💁🏽‍♀️DM for orders || Pickup or delivery",https://www.instagram.com/frootedjuices/
3,45006865064,mwerandahuguette,empty,https://www.instagram.com/mwerandahuguette/
4,35954445738,essentialsbyrabash,"🟠YOUR ONLINE STOP SHOP FOR YOUR MOCKTAIL ESSENTIALS 
🔵 COCKTAIL CUPS 
🟤BACKDROP
🔴HOME/KITCHEN DECOR 
🌍 DELIVERY/PICKUP🚚
To Order click⬇️",https://www.instagram.com/essentialsbyrabash/
5,48806000409,itz___musberh,"Proudly Muslim💗
Special love to mom nd dad🌹
Old account is hacked😟
Love u all🙏🤗",https://www.instagram.com/itz___musberh/
6,17429328079,berylwoman,"Founder of…✨
@skinbyberyl @b_by_beryl @berylessentials_",https://www.instagram.com/berylwoman/
7,19103663539,tha_empresssssfir,"Creative Director @FirdausiMansur 
Foodie ✨
Love and Light ✨💕",https://www.instagram.com/tha_empresssssfir/
8,31294978597,beauty_within_supplements,"We are an online store for
100% organic skin & body care 🌿
Wholesales and retails.
Nationwide 🚚 ✈️
Let's beautify you from within😍😍
Reach us via👇",https://www.instagram.com/beauty_within_supplements/
9,6005291089,fawzeeyyy_,"Wife💍
Nurse💊
October 14th 🎂..🌹",https://www.instagram.com/fawzeeyyy_/
10,8069463342,oyebola_oyewole,"Fathia❤️
God first 🙏  
Muslim 🕋
July 16 🍰",https://www.instagram.com/oyebola_oyewole/
11,4416615673,aaliyaah_66,empty,https://www.instagram.com/aaliyaah_66/
12,6714746045,zahrascollectionwa,"🧕🏽 Perth Modest Fashion -0423-881-908 message me for address 
📍 Madeley WA Perth -coming soon not open",https://www.instagram.com/zahrascollectionwa/
13,55315848004,sadiq_h36,I love you too my Mom 😍😍😍,https://www.instagram.com/sadiq_h36/
14,8518462819,humayrah_oratess,"Pen her thoughts☺️
Child advocate
campus ambassador @tcalautech 
Member @one 
Founder @stadfoundation @esteem.treats
Millenium fellow2019 @mcnpartners",https://www.instagram.com/humayrah_oratess/
15,6655550941,ollygee05,"Juice wrld biggest fan 🧃🌎
Leo Messi ⚽️🏟
Wizkid fc 🌟🦅
@fcbarcelona ❤️💙             
✝️💜",https://www.instagram.com/ollygee05/
16,48117607997,teemalicious_,empty,https://www.instagram.com/teemalicious_/
17,57472367533,alkhayr_apparel,"🔹Modest fashion designer 
🔹Fabrics guru
🔹Hijabs and accessories 
🚚Nationwide delivery 
☎️07055997877
🔹Tap bio to order",https://www.instagram.com/alkhayr_apparel/
18,55531844229,_tspecial,"Catering services, confectionaries, event planner and management.
Contact no: +2347039242459 or +2348058128426",https://www.instagram.com/_tspecial/
19,310870671,olamzs,Muslimah || Public Health Advocate || Baby Girl,https://www.instagram.com/olamzs/
20,47843307425,hali_leema,empty,https://www.instagram.com/hali_leema/
21,4350056492,sadiqbawa_,"سيف الله 
SERVE TO LEAD ⚔️
@bluesgroup_",https://www.instagram.com/sadiqbawa_/
22,3740584626,seeemple_,"ٱلْحَمْدُ لِلَّٰهِ‎
Slow Living | Amor Fati",https://www.instagram.com/seeemple_/
